TAG,SPECIES,DBH,HEIGHT,L,MAXR,X,Y,Z,UTM_X,UTM_Y
6585,TSHE,30.1,26.1,21.0,3.8,295.6,95.2,380.5,581405.6,5074416.2
6586,PSME,61.9,41.6,12.9,4.6,293.0,95.5,375.8,581403.0,5074416.5
6587,TABR,15.3,8.4,5.4,3.1,291.1,92.5,375.9,581401.1,5074413.5
6588,TSHE,71.9,44.6,35.2,6.2,298.1,91.8,380.8,581408.1,5074412.8
6589,TSHE,78.3,46.4,36.1,6.7,289.8,88.6,381.4,581399.8,5074409.6
6591,TSHE,91.4,49.6,37.1,7.8,290.5,84.8,381.4,581400.5,5074405.8
6593,TSHE,21.5,20.3,15.8,3.4,296.3,81.3,381.4,581406.3,5074402.3
6594,TSHE,69.8,43.9,34.9,6.0,290.7,80.1,381.9,581400.7,5074401.1
6595,TSHE,28.5,25.0,20.1,3.7,290.9,79.5,381.8,581400.9,5074400.5
6596,TSHE,38.3,30.8,25.1,4.2,290.9,76.6,382.0,581400.9,5074397.6
6597,TSHE,20.9,19.8,15.4,3.4,292.4,73.9,382.2,581402.4,5074394.9
6599,TABR,6.1,3.6,1.4,2.4,285.7,81.2,376.8,581395.7,5074402.2
6600,TSHE,25.9,23.3,18.6,3.6,284.4,85.5,381.8,581394.4,5074406.5
6601,TSHE,8.8,10.0,6.2,2.9,281.6,86.5,381.9,581391.6,5074407.5
6602,TSHE,79.9,46.8,36.3,6.8,282.3,82.2,382.0,581392.3,5074403.2
6604,THPL,79.0,37.7,26.4,4.3,278.8,75.0,383.0,581388.8,5074396.0
6605,TSHE,44.5,34.0,27.7,4.5,278.7,78.6,382.7,581388.7,5074399.6
6607,TABR,6.2,3.2,0.9,2.4,276.5,84.7,377.1,581386.5,5074405.7
6608,TABR,12.4,11.0,8.2,2.8,281.1,83.7,377.0,581391.1,5074404.7
6609,TSHE,6.3,7.7,4.1,2.8,278.8,84.5,382.1,581388.8,5074405.5
6610,TABR,8.2,3.3,0.9,2.5,274.8,85.7,377.2,581384.8,5074406.7
6612,TSHE,11.9,12.7,8.8,3.0,274.6,88.8,381.7,581384.6,5074409.8
6613,TSHE,33.7,28.2,22.9,3.9,275.8,92.2,381.7,581385.8,5074413.2
6614,PSME,104.0,50.2,22.6,5.1,274.6,96.2,381.7,581384.6,5074417.2
6615,TABR,15.3,4.0,1.0,3.1,282.6,93.1,376.2,581392.6,5074414.1
6616,TSHE,23.8,21.9,17.3,3.5,284.9,93.0,381.1,581394.9,5074414.0
6617,TSHE,8.3,9.5,5.8,2.9,297.6,73.8,381.9,581407.6,5074394.8
6618,TSHE,81.4,47.2,36.5,6.9,292.7,66.1,382.6,581402.7,5074387.1
6619,TSHE,9.2,10.3,6.6,2.9,289.6,65.7,382.7,581399.6,5074386.7
6620,TABR,12.5,7.1,4.3,2.8,288.1,62.6,377.8,581398.1,5074383.6
6621,TABR,7.1,5.0,2.7,2.5,287.1,64.5,377.8,581397.1,5074385.5
6622,TSHE,53.5,38.0,30.9,5.0,293.2,61.4,382.8,581403.2,5074382.4
6623,TSHE,22.6,21.1,16.5,3.5,294.9,63.4,382.7,581404.9,5074384.4
6625,TSHE,14.7,15.0,11.0,3.1,294.8,56.8,382.9,581404.8,5074377.8
6626,TSHE,94.8,50.3,37.2,8.1,293.9,56.9,382.8,581403.9,5074377.9
6627,TABR,6.9,4.0,1.7,2.4,290.8,59.1,377.9,581400.8,5074380.1
6628,TABR,23.4,9.5,5.8,3.8,290.8,57.2,378.1,581400.8,5074378.2
6629,TSHE,11.1,12.0,8.2,3.0,293.0,54.7,383.6,581403.0,5074375.7
6630,ABAM,5.7,1.9,0.6,1.9,286.8,57.8,383.3,581396.8,5074378.8
6631,TSHE,9.1,10.2,6.5,2.9,286.2,53.8,383.5,581396.2,5074374.8
6632,TABR,9.0,4.9,2.4,2.6,285.9,50.6,378.5,581395.9,5074371.6
6633,TSHE,38.7,31.0,25.3,4.2,280.5,54.2,383.9,581390.5,5074375.2
6634,TSHE,50.2,36.6,29.8,4.8,279.5,58.9,383.6,581389.5,5074379.9
6635,TSHE,35.3,29.2,23.7,4.0,277.5,59.8,383.7,581387.5,5074380.8
6636,PSME,101.2,49.6,22.0,5.1,268.1,74.4,383.7,581378.1,5074395.4
6638,ABGR,33.9,28.3,17.8,2.4,272.6,71.3,383.5,581382.6,5074392.3
6639,PSME,98.5,49.1,21.3,5.1,265.3,69.0,384.5,581375.3,5074390.0
6640,TABR,5.5,4.7,2.5,2.4,263.1,67.8,379.3,581373.1,5074388.8
6641,TABR,16.6,8.8,5.7,3.2,263.2,64.5,379.6,581373.2,5074385.5
6642,TABR,8.8,5.3,2.8,2.6,263.9,63.8,379.5,581373.9,5074384.8
6643,TABR,17.8,9.0,5.8,3.3,280.2,62.6,378.2,581390.2,5074383.6
6644,ABAM,5.4,1.8,0.5,1.9,282.9,61.3,383.2,581392.9,5074382.3
6645,TSHE,17.6,17.3,13.1,3.3,284.2,66.6,383.1,581394.2,5074387.6
6646,TSHE,14.9,15.2,11.1,3.2,281.1,67.8,383.2,581391.1,5074388.8
6647,TSHE,12.5,13.2,9.3,3.1,275.8,75.0,382.9,581385.8,5074396.0
6648,TSHE,60.3,40.7,32.8,5.4,272.9,74.1,383.3,581382.9,5074395.1
6649,TSHE,16.5,16.5,12.3,3.2,274.5,50.7,384.4,581384.5,5074371.7
6650,TSHE,7.0,8.3,4.7,2.9,267.4,50.8,385.0,581377.4,5074371.8
6651,TSHE,14.8,15.1,11.1,3.2,268.5,51.0,384.9,581378.5,5074372.0
6652,ABAM,5.1,1.6,0.4,1.9,262.4,54.9,385.2,581372.4,5074375.9
6653,ABAM,12.5,7.7,4.1,2.1,260.8,54.9,385.3,581370.8,5074375.9
6654,ABAM,7.1,2.9,1.1,2.0,260.6,53.2,385.4,581370.6,5074374.2
6655,ABAM,11.0,6.2,3.2,2.0,259.9,53.2,385.4,581369.9,5074374.2
6656,TABR,15.1,6.8,3.8,3.1,259.3,50.7,380.5,581369.3,5074371.7
6659,TSHE,37.2,30.2,24.6,4.1,265.6,60.7,384.9,581375.6,5074381.7
6660,TABR,15.4,6.5,3.5,3.1,267.6,59.4,379.5,581377.6,5074380.4
6661,TSHE,24.5,22.4,17.7,3.5,269.3,62.2,384.2,581379.3,5074383.2
6662,TABR,17.7,9.3,6.1,3.3,273.0,63.8,378.6,581383.0,5074384.8
6663,TSHE,42.9,33.2,27.1,4.4,261.2,60.9,385.1,581371.2,5074381.9
6664,ABAM,60.3,42.2,23.2,2.9,269.1,57.6,384.7,581379.1,5074378.6
6665,TSHE,9.7,10.8,7.0,3.0,271.9,56.8,384.3,581381.9,5074377.8
6666,TSHE,44.6,34.0,27.8,4.5,271.6,52.8,384.5,581381.6,5074373.8
6667,TSHE,120.3,54.4,35.5,9.0,251.9,54.5,386.3,581361.9,5074375.5
6669,TABR,10.5,5.4,2.8,2.7,251.4,56.5,381.1,581361.4,5074377.5
6670,TABR,13.0,7.5,4.7,2.9,254.3,58.7,380.6,581364.3,5074379.7
6672,TSHE,12.4,13.1,9.2,3.1,252.0,66.5,385.7,581362.0,5074387.5
6673,TSHE,7.9,9.1,5.5,2.9,256.3,65.1,385.3,581366.3,5074386.1
6674,TSHE,7.3,8.6,4.9,2.9,256.5,66.8,385.4,581366.5,5074387.8
6675,TSHE,5.4,6.8,3.3,2.8,257.3,59.6,385.4,581367.3,5074380.6
6678,TABR,5.8,4.2,2.0,2.4,271.6,69.8,378.6,581381.6,5074390.8
6679,TSHE,6.7,8.0,4.4,2.9,271.4,99.6,381.5,581381.4,5074420.6
6680,TSHE,20.4,19.5,15.0,3.4,265.7,96.7,382.0,581375.7,5074417.7
6681,TSHE,16.0,16.1,11.9,3.2,266.1,96.0,382.1,581376.1,5074417.0
6682,TSHE,17.3,17.1,12.9,3.2,267.7,91.7,382.2,581377.7,5074412.7
6683,TSHE,12.1,12.9,9.0,3.1,271.0,92.7,381.9,581381.0,5074413.7
6684,PSME,85.2,46.0,17.8,4.8,270.9,91.5,381.9,581380.9,5074412.5
6685,TSHE,5.6,7.0,3.4,2.8,271.8,93.8,381.6,581381.8,5074414.8
6686,TABR,16.9,6.8,3.6,3.2,269.1,84.4,377.4,581379.1,5074405.4
6687,TSHE,9.0,10.1,6.4,2.9,267.5,81.8,382.6,581377.5,5074402.8
6688,TSHE,6.8,8.1,4.5,2.9,270.9,82.2,382.5,581380.9,5074403.2
6689,TSHE,17.9,17.6,13.3,3.3,271.3,81.3,382.6,581381.3,5074402.3
6690,TSHE,7.8,9.1,5.4,2.9,271.0,80.7,382.6,581381.0,5074401.7
6691,TSHE,5.5,6.9,3.3,2.8,271.4,78.7,383.0,581381.4,5074399.7
6692,TSHE,11.5,12.3,8.5,3.0,271.2,78.2,383.0,581381.2,5074399.2
6693,ABAM,14.6,9.8,5.6,2.1,264.6,79.3,383.6,581374.6,5074400.3
6695,TSHE,43.5,33.5,27.3,4.4,255.0,84.0,384.1,581365.0,5074405.0
6696,TABR,10.1,3.5,0.9,2.7,256.4,78.0,379.4,581366.4,5074399.0
6697,TABR,5.5,4.7,2.5,2.4,253.3,84.2,379.2,581363.3,5074405.2
6698,TSHE,60.8,40.9,32.9,5.4,253.1,85.0,384.6,581363.1,5074406.0
6699,TABR,14.1,4.1,1.2,3.0,248.5,82.6,379.5,581358.5,5074403.6
6702,TSHE,24.0,22.0,17.4,3.5,258.1,87.6,383.8,581368.1,5074408.6
6703,TSHE,98.3,51.0,37.2,8.4,252.2,88.3,384.6,581362.2,5074409.3
6704,TSHE,11.8,12.6,8.7,3.0,246.1,89.3,384.5,581356.1,5074410.3
6705,TSHE,9.0,10.1,6.4,2.9,246.1,94.1,384.1,581356.1,5074415.1
6706,TSHE,70.3,44.1,35.0,6.1,258.1,93.7,383.0,581368.1,5074414.7
6707,TSHE,13.6,14.1,10.1,3.1,261.4,93.2,382.8,581371.4,5074414.2
6708,TSHE,11.4,12.3,8.4,3.0,261.3,97.4,382.3,581371.3,5074418.4
6712,TABR,19.0,8.5,5.2,3.4,239.6,95.1,379.2,581349.6,5074416.1
6713,TSHE,19.5,18.8,14.4,3.3,235.7,96.5,384.9,581345.7,5074417.5
6714,TSHE,77.3,46.1,36.0,6.6,232.4,93.4,385.4,581342.4,5074414.4
6718,TSHE,17.1,16.9,12.7,3.2,229.0,85.2,386.2,581339.0,5074406.2
6719,TSHE,83.2,47.7,36.6,7.1,231.0,85.4,386.0,581341.0,5074406.4
6720,TSHE,60.8,40.9,32.9,5.4,235.0,86.0,386.0,581345.0,5074407.0
6721,TSHE,34.5,28.7,23.3,4.0,236.0,85.6,385.9,581346.0,5074406.6
6722,TSHE,7.5,8.8,5.1,2.9,240.4,74.4,386.2,581350.4,5074395.4
6723,TSHE,16.2,16.2,12.1,3.2,238.2,73.7,386.3,581348.2,5074394.7
6724,TSHE,38.5,30.9,25.2,4.2,233.7,71.1,386.8,581343.7,5074392.1
6725,TSHE,91.4,49.6,37.1,7.8,231.2,75.9,386.4,581341.2,5074396.9
6726,TABR,7.8,7.2,4.8,2.5,226.0,77.7,381.5,581336.0,5074398.7
6727,TSHE,7.1,8.4,4.8,2.9,226.6,88.0,386.0,581336.6,5074409.0
6728,TSHE,6.7,8.0,4.4,2.9,230.6,95.1,385.2,581340.6,5074416.1
6729,TSHE,46.0,34.7,28.3,4.6,229.3,95.6,385.3,581339.3,5074416.6
6730,TSHE,77.6,46.2,36.1,6.6,232.1,66.6,387.1,581342.1,5074387.6
6731,TSHE,16.1,16.2,12.0,3.2,228.5,64.7,387.3,581338.5,5074385.7
6732,ABAM,7.0,2.8,1.1,2.0,227.4,56.0,387.5,581337.4,5074377.0
6733,TABR,12.0,3.7,1.0,2.8,234.3,62.4,382.1,581344.3,5074383.4
6734,ABAM,37.0,30.6,19.1,2.5,238.9,62.8,386.9,581348.9,5074383.8
6735,TABR,23.6,9.5,5.8,3.8,242.6,65.5,381.4,581352.6,5074386.5
6736,TABR,9.6,6.0,3.5,2.6,243.2,66.5,381.2,581353.2,5074387.5
6737,TSHE,7.6,8.9,5.2,2.9,245.1,68.8,386.0,581355.1,5074389.8
6738,TSHE,89.3,49.1,37.1,7.6,247.0,68.3,386.2,581357.0,5074389.3
6739,TSHE,41.1,32.3,26.3,4.3,247.2,74.5,385.4,581357.2,5074395.5
6740,TSHE,44.2,33.9,27.6,4.5,243.5,74.0,385.8,581353.5,5074395.0
6741,TSHE,61.7,41.2,33.2,5.5,249.0,66.8,386.1,581359.0,5074387.8
6742,TABR,7.9,7.2,4.8,2.5,249.4,57.4,381.1,581359.4,5074378.4
6743,ABAM,5.4,1.8,0.5,1.9,243.8,60.1,386.3,581353.8,5074381.1
6744,ABAM,8.4,3.9,1.7,2.0,247.9,51.7,386.6,581357.9,5074372.7
6745,TABR,23.5,9.5,5.8,3.8,245.0,55.3,381.6,581355.0,5074376.3
6746,TABR,13.1,4.9,2.1,2.9,244.4,54.9,381.5,581354.4,5074375.9
6747,TSHE,9.1,10.2,6.5,2.9,241.6,55.8,386.8,581351.6,5074376.8
6748,ABAM,11.8,7.0,3.7,2.1,241.7,58.6,386.6,581351.7,5074379.6
6749,TABR,41.1,4.2,1.3,6.8,237.1,54.2,381.9,581347.1,5074375.2
6750,TSHE,44.2,33.9,27.6,4.5,235.3,54.0,387.4,581345.3,5074375.0
6751,ABAM,6.9,2.8,1.0,2.0,237.4,59.2,387.1,581347.4,5074380.2
6752,ABAM,5.5,1.8,0.5,1.9,237.8,60.8,387.1,581347.8,5074381.8
6753,TSHE,67.3,43.1,34.4,5.9,220.7,95.7,385.5,581330.7,5074416.7
6754,TSHE,14.3,14.7,10.7,3.1,222.2,93.9,385.5,581332.2,5074414.9
6756,TSHE,98.3,51.0,37.2,8.4,216.0,87.9,386.1,581326.0,5074408.9
6757,TSHE,7.9,9.1,5.5,2.9,222.4,89.6,385.8,581332.4,5074410.6
6758,TABR,15.8,7.8,4.8,3.1,224.5,80.4,381.2,581334.5,5074401.4
6759,PSME,91.8,47.6,19.6,5.0,222.1,79.2,386.5,581332.1,5074400.2
6760,TABR,22.6,9.3,5.7,3.8,218.3,77.9,381.4,581328.3,5074398.9
6761,TABR,20.5,7.8,4.4,3.5,213.9,76.5,381.6,581323.9,5074397.5
6762,ABGR,16.2,11.5,6.7,2.1,210.7,78.1,386.7,581320.7,5074399.1
6765,TSHE,58.5,40.0,32.3,5.3,200.1,78.1,387.1,581310.1,5074399.1
6766,PSME,97.9,48.9,21.2,5.0,198.3,82.6,386.8,581308.3,5074403.6
6767,TSHE,46.4,34.9,28.5,4.6,200.9,86.2,386.6,581310.9,5074407.2
6768,TSHE,8.5,9.7,6.0,2.9,201.1,87.6,386.5,581311.1,5074408.6
6769,TSHE,12.3,13.0,9.1,3.1,205.0,88.3,386.4,581315.0,5074409.3
6771,TSHE,88.7,49.0,37.0,7.5,200.4,96.1,386.2,581310.4,5074417.1
6772,TSHE,11.5,12.3,8.5,3.0,205.8,98.7,385.8,581315.8,5074419.7
6773,TSHE,83.2,47.7,36.6,7.1,208.3,97.5,386.0,581318.3,5074418.5
6774,TSHE,5.8,7.2,3.6,2.8,216.8,99.9,385.6,581326.8,5074420.9
6777,TSHE,77.6,46.2,36.1,6.6,222.2,71.2,387.1,581332.2,5074392.2
6778,TABR,36.0,11.6,7.0,5.2,220.8,69.7,382.0,581330.8,5074390.7
6779,TSHE,7.8,9.1,5.4,2.9,218.0,72.5,387.0,581328.0,5074393.5
6780,ABAM,7.2,3.0,1.2,2.0,213.7,72.5,387.0,581323.7,5074393.5
6781,TABR,12.0,9.0,6.3,2.8,216.4,66.9,382.2,581326.4,5074387.9
6782,TABR,13.8,5.5,2.6,3.0,212.0,67.6,382.2,581322.0,5074388.6
6784,TABR,21.5,8.6,5.1,3.6,207.7,69.8,382.2,581317.7,5074390.8
6785,TABR,14.9,10.0,7.0,3.1,207.7,68.8,382.3,581317.7,5074389.8
6786,TSHE,5.9,7.3,3.7,2.8,208.1,67.8,387.4,581318.1,5074388.8
6787,ABAM,14.1,9.3,5.2,2.1,208.5,64.9,387.5,581318.5,5074385.9
6788,ABAM,7.8,3.4,1.4,2.0,207.1,63.8,387.6,581317.1,5074384.8
6789,TABR,6.7,4.5,2.2,2.4,204.9,61.1,382.7,581314.9,5074382.1
6791,TSHE,52.0,37.4,30.4,4.9,219.3,62.6,387.5,581329.3,5074383.6
6792,TSHE,45.4,34.4,28.1,4.5,222.6,62.9,387.3,581332.6,5074383.9
6793,TSHE,9.7,10.8,7.0,3.0,222.8,57.2,387.5,581332.8,5074378.2
6794,ABAM,6.9,2.8,1.0,2.0,216.8,58.9,387.7,581326.8,5074379.9
6795,ABAM,6.8,2.7,1.0,2.0,215.4,58.1,387.7,581325.4,5074379.1
6796,ABAM,8.1,3.7,1.6,2.0,214.9,56.8,387.8,581324.9,5074377.8
6797,ABAM,6.3,2.3,0.8,2.0,214.4,57.5,387.8,581324.4,5074378.5
6798,TABR,15.1,8.4,5.4,3.1,217.7,53.6,382.8,581327.7,5074374.6
6800,ABAM,5.8,2.0,0.6,2.0,210.9,55.2,387.9,581320.9,5074376.2
6808,TABR,13.8,8.6,5.7,3.0,254.8,74.1,379.8,581364.8,5074395.1
6811,TSHE,42.0,32.8,26.7,4.3,208.1,52.8,388.1,581318.1,5074373.8
6813,TSHE,28.3,24.9,20.0,3.7,200.5,52.6,388.1,581310.5,5074373.6
6814,TSHE,63.0,41.7,33.5,5.6,202.0,57.7,388.0,581312.0,5074378.7
6815,TABR,9.0,4.9,2.4,2.6,200.8,60.5,382.7,581310.8,5074381.5
6816,ABAM,6.8,2.7,1.0,2.0,201.3,65.8,387.6,581311.3,5074386.8
6817,TSHE,7.5,8.8,5.1,2.9,200.7,69.4,387.4,581310.7,5074390.4
6818,ABAM,12.8,8.0,4.3,2.1,204.8,73.9,387.1,581314.8,5074394.9
6820,TSHE,10.9,11.8,8.0,3.0,193.4,74.6,387.2,581303.4,5074395.6
6821,PSME,124.4,53.4,26.5,5.5,187.9,73.8,387.3,581297.9,5074394.8
6822,TSHE,48.5,35.9,29.2,4.7,183.4,68.0,387.4,581293.4,5074389.0
6823,PSME,107.3,50.8,23.3,5.2,186.8,67.5,387.7,581296.8,5074388.5
6824,TSHE,107.5,52.6,36.9,9.0,194.4,68.5,387.6,581304.4,5074389.5
6825,TSHE,16.5,16.5,12.3,3.2,198.5,67.7,387.5,581308.5,5074388.7
6826,TABR,8.4,6.1,3.7,2.6,196.7,60.3,382.8,581306.7,5074381.3
6827,TSHE,64.9,42.3,33.9,5.7,196.5,59.9,387.9,581306.5,5074380.9
6828,PSME,102.8,49.9,22.3,5.1,190.5,57.0,387.9,581300.5,5074378.0
6829,TSHE,16.5,16.5,12.3,3.2,192.9,56.5,388.0,581302.9,5074377.5
6830,TSHE,43.3,33.4,27.2,4.4,197.0,56.0,388.1,581307.0,5074377.0
6831,TSHE,14.6,15.0,10.9,3.1,199.1,51.2,388.2,581309.1,5074372.2
6832,TSHE,25.5,23.1,18.3,3.6,189.9,52.8,388.2,581299.9,5074373.8
6833,PSME,76.8,43.6,15.2,4.7,185.7,54.6,388.0,581295.7,5074375.6
6834,TABR,12.2,7.0,4.2,2.8,182.3,54.4,383.1,581292.3,5074375.4
6835,PSME,95.2,48.4,20.5,5.0,182.1,51.9,388.1,581292.1,5074372.9
6836,TSHE,11.8,12.6,8.7,3.0,178.4,58.1,387.7,581288.4,5074379.1
6838,TSHE,34.7,28.8,23.4,4.0,184.3,62.0,387.7,581294.3,5074383.0
6839,TSHE,14.8,15.1,11.1,3.2,184.7,62.1,387.8,581294.7,5074383.1
6840,TSHE,36.4,29.8,24.2,4.1,185.1,61.7,387.7,581295.1,5074382.7
6841,TSHE,8.9,10.1,6.3,2.9,181.6,66.9,387.4,581291.6,5074387.9
6843,TSHE,6.0,7.4,3.8,2.8,178.6,65.7,387.4,581288.6,5074386.7
6844,PSME,108.4,51.0,23.5,5.2,175.2,71.0,387.1,581285.2,5074392.0
6846,ABAM,11.0,6.2,3.2,2.0,194.8,100.5,386.0,581304.8,5074421.5
6848,TABR,14.8,8.8,5.8,3.0,188.1,99.2,380.8,581298.1,5074420.2
6853,TSHE,47.4,35.4,28.8,4.6,195.1,94.4,386.2,581305.1,5074415.4
6854,PSME,66.1,41.6,12.9,4.6,191.3,88.6,381.6,581301.3,5074409.6
6855,TSHE,93.9,50.1,37.2,8.0,188.8,88.7,386.7,581298.8,5074409.7
6856,TSHE,10.3,11.3,7.5,3.0,187.7,87.4,386.5,581297.7,5074408.4
6857,ABAM,11.2,6.4,3.3,2.0,194.5,85.4,386.6,581304.5,5074406.4
6858,TSHE,13.5,14.0,10.1,3.1,198.2,85.1,386.7,581308.2,5074406.1
6859,TSHE,38.0,30.7,25.0,4.1,197.4,79.5,387.1,581307.4,5074400.5
6860,PSME,92.8,47.8,19.9,5.0,193.2,79.6,387.0,581303.2,5074400.6
6862,ABAM,6.1,2.2,0.7,2.0,184.2,76.3,387.0,581294.2,5074397.3
6863,TSHE,86.3,48.4,36.9,7.3,174.6,77.0,386.8,581284.6,5074398.0
6864,TSHE,14.2,14.6,10.6,3.1,176.0,82.1,386.4,581286.0,5074403.1
6865,ABAM,14.3,9.5,5.4,2.1,178.5,86.0,387.7,581288.5,5074407.0
6866,ABAM,9.8,5.1,2.5,2.0,180.6,85.5,386.4,581290.6,5074406.5
6867,PSME,115.3,52.1,24.9,5.3,176.1,89.8,386.0,581286.1,5074410.8
6868,ABAM,21.9,17.4,10.8,2.2,180.6,91.6,386.0,581290.6,5074412.6
6869,PSME,112.5,51.7,24.4,5.3,167.2,96.5,385.0,581277.2,5074417.5
6870,PSME,68.0,41.6,12.9,4.6,176.0,98.6,380.3,581286.0,5074419.6
6871,ABAM,6.0,2.1,0.7,2.0,177.4,100.4,385.1,581287.4,5074421.4
6872,ABAM,5.2,1.6,0.4,1.9,179.8,99.3,385.4,581289.8,5074420.3
6873,TSHE,6.8,8.1,4.5,2.9,165.7,99.9,384.2,581275.7,5074420.9
6874,TSHE,5.2,6.6,3.1,2.8,165.2,99.2,384.2,581275.2,5074420.2
6875,TSHE,7.3,8.6,4.9,2.9,162.8,98.3,384.2,581272.8,5074419.3
6876,TSHE,10.9,11.8,8.0,3.0,159.8,99.1,384.3,581269.8,5074420.1
6877,TSHE,26.8,23.9,19.1,3.6,160.0,95.0,384.5,581270.0,5074416.0
6878,TSHE,85.4,48.2,36.8,7.2,155.7,93.4,385.1,581265.7,5074414.4
6879,PSME,95.6,48.5,20.6,5.0,167.8,91.8,385.5,581277.8,5074412.8
6880,ABAM,11.8,7.0,3.7,2.1,173.2,92.1,385.6,581283.2,5074413.1
6881,PSME,60.1,41.6,12.9,4.6,173.5,87.8,381.1,581283.5,5074408.8
6882,TSHE,36.5,29.8,24.3,4.1,168.3,87.2,385.8,581278.3,5074408.2
6883,ABAM,6.9,2.8,1.0,2.0,166.3,89.5,385.3,581276.3,5074410.5
6884,PSME,100.0,49.4,21.7,5.1,169.3,82.6,386.1,581279.3,5074403.6
6885,TSHE,6.2,7.6,4.0,2.8,171.0,81.4,386.2,581281.0,5074402.4
6886,PSME,117.6,52.5,25.3,5.4,165.4,76.2,386.6,581275.4,5074397.2
6889,PSME,113.7,51.8,24.6,5.3,156.1,75.9,386.0,581266.1,5074396.9
6890,TSHE,20.7,19.7,15.3,3.4,153.1,82.0,385.9,581263.1,5074403.0
6891,TSHE,84.9,48.1,36.8,7.2,151.6,86.5,385.9,581261.6,5074407.5
6893,TSHE,44.5,34.0,27.7,4.5,157.7,87.6,385.2,581267.7,5074408.6
6894,TSHE,17.5,17.3,13.0,3.3,159.9,86.4,385.3,581269.9,5074407.4
6895,TSHE,11.2,12.1,8.2,3.0,160.1,87.7,385.3,581270.1,5074408.7
6896,TABR,14.1,3.0,0.1,3.0,149.7,97.5,379.9,581259.7,5074418.5
6897,TABR,7.2,4.1,1.8,2.5,151.4,99.0,379.8,581261.4,5074420.0
6898,PSME,115.6,52.1,25.0,5.3,153.3,98.8,384.7,581263.3,5074419.8
6899,TSHE,7.3,8.6,4.9,2.9,154.3,97.7,384.9,581264.3,5074418.7
6900,PSME,90.0,47.2,19.2,4.9,170.1,73.5,386.7,581280.1,5074394.5
6901,PSME,92.0,47.6,19.7,5.0,170.8,72.7,387.0,581280.8,5074393.7
6903,PSME,107.3,50.8,23.3,5.2,164.2,70.8,386.8,581274.2,5074391.8
6904,TSHE,39.5,31.5,25.6,4.2,165.3,68.2,386.9,581275.3,5074389.2
6905,PSME,98.1,49.0,21.2,5.0,159.7,69.0,386.9,581269.7,5074390.0
6907,TABR,14.5,6.2,3.3,3.0,166.2,65.3,382.2,581276.2,5074386.3
6908,TSHE,8.1,9.3,5.6,2.9,165.5,58.5,387.5,581275.5,5074379.5
6909,TABR,15.1,8.8,5.8,3.0,169.0,60.8,382.3,581279.0,5074381.8
6910,TSHE,79.8,46.8,36.3,6.8,172.6,61.3,387.3,581282.6,5074382.3
6911,TSHE,8.3,9.5,5.8,2.9,172.6,65.5,387.2,581282.6,5074386.5
6912,PSME,91.8,47.6,19.6,5.0,170.0,54.7,388.0,581280.0,5074375.7
6914,TSHE,39.1,31.2,25.5,4.2,169.6,51.1,388.1,581279.6,5074372.1
6915,TSHE,42.0,32.8,26.7,4.3,159.3,53.7,387.9,581269.3,5074374.7
6916,TSHE,64.1,42.1,33.7,5.6,158.7,52.6,388.2,581268.7,5074373.6
6917,TSHE,8.4,9.6,5.9,2.9,157.5,52.5,388.0,581267.5,5074373.5
6918,PSME,77.9,44.0,15.5,4.7,152.5,56.8,387.9,581262.5,5074377.8
6920,TABR,8.8,5.2,2.7,2.6,158.1,58.1,382.5,581268.1,5074379.1
6921,TABR,11.6,6.0,3.3,2.8,165.5,58.5,382.4,581275.5,5074379.5
6922,TSHE,37.5,30.4,24.7,4.1,154.0,62.7,387.3,581264.0,5074383.7
6923,TSHE,47.6,35.5,28.9,4.6,154.5,66.3,387.1,581264.5,5074387.3
6924,ABAM,5.0,1.5,0.4,1.9,154.8,58.5,387.8,581264.8,5074379.5
6925,PSME,52.2,41.6,12.9,4.6,148.8,74.8,381.4,581258.8,5074395.8
6926,TSHE,84.5,48.0,36.8,7.2,144.7,73.4,386.5,581254.7,5074394.4
6928,TSHE,50.3,36.7,29.9,4.8,135.6,73.2,387.0,581245.6,5074394.2
6929,TSHE,13.8,14.3,10.3,3.1,142.2,68.0,387.3,581252.2,5074389.0
6930,TSHE,94.2,50.2,37.2,8.0,140.8,65.5,387.6,581250.8,5074386.5
6931,TSHE,12.0,12.8,8.9,3.0,145.2,67.8,387.1,581255.2,5074388.8
6932,TSHE,57.7,39.7,32.1,5.2,149.2,62.0,387.4,581259.2,5074383.0
6933,TSHE,80.3,46.9,36.4,6.8,145.0,56.6,387.6,581255.0,5074377.6
6934,TSHE,86.6,48.5,36.9,7.4,146.3,53.2,388.5,581256.3,5074374.2
6935,TSHE,10.9,11.8,8.0,3.0,140.6,51.4,388.3,581250.6,5074372.4
6936,TABR,12.2,6.8,4.0,2.8,137.1,53.6,383.1,581247.1,5074374.6
6937,TSHE,63.0,41.7,33.5,5.6,137.7,56.3,388.1,581247.7,5074377.3
6938,TSHE,9.7,10.8,7.0,3.0,136.3,57.2,388.2,581246.3,5074378.2
6939,TABR,18.3,9.5,6.2,3.3,133.5,58.3,382.8,581243.5,5074379.3
6940,PSME,94.4,48.2,20.3,5.0,131.1,57.1,388.1,581241.1,5074378.1
6941,ABAM,16.9,12.2,7.2,2.1,131.1,52.0,388.4,581241.1,5074373.0
6942,ABAM,5.8,2.0,0.6,2.0,134.8,53.1,388.3,581244.8,5074374.1
