TAG,SPECIES,DBH,HEIGHT,X,Y,UTM_X,UTM_Y
2,ABGR,62.7,46.0,305.5,202.8,581415.5,5074523.8
3,TSHE,112.6,30.5,301.4,204.4,581411.4,5074525.4
4,ABGR,71.1,49.3,311.7,204.9,581421.7,5074525.9
6,TSHE,11.7,5.4,312.5,204.7,581422.5,5074525.7
15,ABGR,47.9,4.6,301.4,219.7,581411.4,5074540.7
17,ABGR,59.7,5.5,302.7,221.0,581412.7,5074542.0
18,TSHE,7.7,5.0,316.1,208.5,581426.1,5074529.5
19,ABGR,21.8,5.0,317.7,207.9,581427.7,5074528.9
28,UKN,41.0,2.7,319.5,214.6,581429.5,5074535.6
30,PSME,17.8,3.3,322.8,207.4,581432.8,5074528.4
34,UKN,58.7,3.1,321.4,215.9,581431.4,5074536.9
35,UKN,55.5,6.1,323.1,221.3,581433.1,5074542.3
42,PSME,60.2,3.9,311.2,229.6,581421.2,5074550.6
44,TABR,5.0,2.8,301.0,239.0,581411.0,5074560.0
52,PSME,79.9,4.1,304.7,249.2,581414.7,5074570.2
61,PSME,126.4,14.4,322.4,242.8,581432.4,5074563.8
62,PSME,78.9,15.1,346.7,225.4,581456.7,5074546.4
63,PSME,75.1,19.0,345.1,225.3,581455.1,5074546.3
72,PSME,122.2,57.7,344.7,226.6,581454.7,5074547.6
73,TABR,6.2,3.2,325.9,238.5,581435.9,5074559.5
78,PSME,131.0,52.2,343.8,230.4,581453.8,5074551.4
79,TABR,6.3,4.2,347.9,227.8,581457.9,5074548.8
82,TSHE,7.3,3.5,326.9,249.7,581436.9,5074570.7
83,PSME,76.3,7.0,332.6,244.6,581442.6,5074565.6
95,PSME,54.7,2.1,327.0,207.6,581437.0,5074528.6
101,ABGR,26.4,16.0,336.1,206.3,581446.1,5074527.3
111,PIMO,114.5,5.7,328.0,222.7,581438.0,5074543.7
113,PSME,57.8,18.2,346.6,205.4,581456.6,5074526.4
116,PSME,47.9,3.5,344.8,211.3,581454.8,5074532.3
124,TSHE,11.2,5.1,316.5,250.0,581426.5,5074571.0
125,TSHE,16.2,3.6,306.1,250.4,581416.1,5074571.4
130,PSME,71.9,6.0,311.7,253.3,581421.7,5074574.3
146,PSME,84.4,8.1,305.4,271.8,581415.4,5074592.8
149,UKN,45.0,3.6,310.0,273.0,581420.0,5074594.0
158,PSME,77.7,7.7,328.7,252.4,581438.7,5074573.4
161,PSME,144.2,33.2,333.2,255.5,581443.2,5074576.5
163,PSME,137.8,64.4,344.9,252.7,581454.9,5074573.7
169,TSHE,6.5,2.7,325.5,270.4,581435.5,5074591.4
170,THPL,32.5,8.2,325.4,272.0,581435.4,5074593.0
182,PSME,123.1,50.1,351.2,253.0,581461.2,5074574.0
186,PSME,81.5,2.7,363.1,255.2,581473.1,5074576.2
189,PSME,70.1,2.9,360.9,258.6,581470.9,5074579.6
192,PSME,40.5,2.5,365.5,257.3,581475.5,5074578.3
193,THPL,44.0,23.3,367.1,256.6,581477.1,5074577.6
198,TABR,10.4,2.2,373.4,252.7,581483.4,5074573.7
201,THPL,23.3,13.4,367.2,266.6,581477.2,5074587.6
212,TSHE,5.2,2.9,351.3,230.6,581461.3,5074551.6
219,PSME,84.6,30.1,363.8,231.4,581473.8,5074552.4
221,ABAM,31.1,17.2,365.5,233.9,581475.5,5074554.9
224,PSME,40.6,2.7,368.4,233.0,581478.4,5074554.0
225,UKN,60.0,7.5,364.6,238.3,581474.6,5074559.3
228,TSHE,22.7,14.1,368.8,234.4,581478.8,5074555.4
240,UKN,41.3,3.0,375.1,241.3,581485.1,5074562.3
255,TSHE,5.9,2.3,365.3,213.2,581475.3,5074534.2
259,ABGR,76.5,13.5,369.3,210.3,581479.3,5074531.3
264,PSME,70.0,5.9,301.0,276.5,581411.0,5074597.5
266,PSME,84.3,8.4,301.1,278.5,581411.1,5074599.5
276,PSME,21.6,6.0,306.5,299.8,581416.5,5074620.8
278,PSME,82.3,14.8,317.8,287.2,581427.8,5074608.2
282,PSME,35.7,4.1,318.9,290.1,581428.9,5074611.1
285,PSME,70.6,7.5,322.1,288.1,581432.1,5074609.1
289,TSHE,13.0,6.3,324.7,288.6,581434.7,5074609.6
294,PSME,75.3,9.1,325.1,286.1,581435.1,5074607.1
296,TSHE,41.7,13.3,327.2,287.8,581437.2,5074608.8
299,PSME,86.3,5.6,338.5,284.3,581448.5,5074605.3
303,PSME,82.7,2.8,344.1,281.8,581454.1,5074602.8
304,TSHE,68.1,8.6,344.7,282.7,581454.7,5074603.7
305,PSME,74.6,11.7,342.7,287.3,581452.7,5074608.3
306,PSME,25.9,3.6,342.7,289.1,581452.7,5074610.1
309,TSHE,11.7,5.5,344.6,290.7,581454.6,5074611.7
321,PSME,121.1,48.3,361.0,283.8,581471.0,5074604.8
329,PSME,91.6,8.7,371.8,279.2,581481.8,5074600.2
343,TSHE,33.8,20.0,390.2,279.4,581500.2,5074600.4
359,TSHE,21.6,10.0,377.6,252.9,581487.6,5074573.9
362,TSHE,17.1,6.4,375.7,266.2,581485.7,5074587.2
368,PSME,75.1,7.7,389.2,265.7,581499.2,5074586.7
370,PSME,91.8,8.6,391.1,263.6,581501.1,5074584.6
372,PSME,52.2,3.8,397.6,259.6,581507.6,5074580.6
375,THPL,23.6,9.3,399.6,259.2,581509.6,5074580.2
378,UKN,74.1,5.9,399.7,265.1,581509.7,5074586.1
379,PSME,60.2,2.6,378.2,225.3,581488.2,5074546.3
382,PSME,101.8,12.5,379.3,231.2,581489.3,5074552.2
386,PSME,44.1,4.7,377.0,242.7,581487.0,5074563.7
399,TSHE,110.5,11.8,393.6,242.5,581503.6,5074563.5
402,PSME,92.0,41.8,396.4,236.3,581506.4,5074557.3
417,PSME,38.7,2.1,389.2,224.1,581499.2,5074545.1
420,TSHE,15.5,8.7,395.9,214.9,581505.9,5074535.9
1002,PSME,46.9,2.9,307.0,175.9,581417.0,5074496.9
1005,PIMO,111.0,46.3,305.6,180.7,581415.6,5074501.7
1022,TSHE,5.6,3.8,315.1,192.8,581425.1,5074513.8
1025,ABGR,32.1,30.4,322.6,180.6,581432.6,5074501.6
1032,TSHE,5.5,2.8,317.5,197.5,581427.5,5074518.5
1043,TABR,7.4,4.0,337.5,180.1,581447.5,5074501.1
1053,TABR,8.5,6.4,340.6,186.9,581450.6,5074507.9
1058,TABR,6.5,4.6,335.9,197.9,581445.9,5074518.9
1063,ABGR,87.7,43.0,347.4,181.2,581457.4,5074502.2
1065,PSME,33.5,2.3,349.5,177.2,581459.5,5074498.2
1066,TSHE,5.8,3.2,348.6,180.9,581458.6,5074501.9
1068,PSME,85.9,6.8,350.1,177.6,581460.1,5074498.6
1080,PSME,113.5,5.9,326.6,159.3,581436.6,5074480.3
1084,PSME,62.3,7.3,326.9,161.6,581436.9,5074482.6
1100,TSHE,6.4,3.2,335.3,174.0,581445.3,5074495.0
1111,PSME,33.5,3.3,323.9,149.9,581433.9,5074470.9
1113,PSME,65.0,3.0,311.7,150.6,581421.7,5074471.6
1121,PSME,79.1,6.5,299.8,163.4,581409.8,5074484.4
1123,PSME,92.9,12.8,315.9,154.7,581425.9,5074475.7
1135,TSHE,12.5,3.7,307.9,171.1,581417.9,5074492.1
1159,PSME,32.7,2.4,353.4,180.4,581463.4,5074501.4
1161,PSME,69.5,9.1,354.8,181.0,581464.8,5074502.0
1162,ABAM,5.6,4.9,367.4,177.2,581477.4,5074498.2
1163,TSHE,7.3,4.1,364.0,178.1,581474.0,5074499.1
1165,ABAM,6.6,3.6,366.1,178.1,581476.1,5074499.1
1168,ABAM,5.4,3.4,370.7,177.2,581480.7,5074498.2
1172,PSME,54.5,7.2,357.0,184.9,581467.0,5074505.9
1173,PSME,71.5,5.7,357.5,185.9,581467.5,5074506.9
1178,ABAM,6.0,3.7,354.7,190.1,581464.7,5074511.1
1186,PSME,81.7,7.1,364.4,187.6,581474.4,5074508.6
1188,TABR,6.6,5.6,371.6,179.4,581481.6,5074500.4
1191,PSME,62.7,3.9,359.0,199.5,581469.0,5074520.5
1192,TSHE,5.8,3.2,366.4,189.2,581476.4,5074510.2
1194,ABAM,5.4,2.8,372.4,181.1,581482.4,5074502.1
1197,PSME,87.1,16.2,364.3,196.2,581474.3,5074517.2
1199,PSME,52.7,2.7,363.3,197.8,581473.3,5074518.8
1205,ABAM,6.6,3.9,374.9,183.4,581484.9,5074504.4
1223,TSHE,7.9,4.6,366.9,158.3,581476.9,5074479.3
1224,PSME,56.0,6.9,355.2,168.0,581465.2,5074489.0
1227,TSHE,8.1,3.8,363.7,162.6,581473.7,5074483.6
1234,PSME,69.4,22.4,362.1,170.3,581472.1,5074491.3
1242,TABR,5.9,3.2,370.1,165.0,581480.1,5074486.0
1252,TABR,9.4,4.3,355.2,125.8,581465.2,5074446.8
1255,TABR,7.5,3.1,359.8,129.0,581469.8,5074450.0
1256,TABR,5.2,3.0,350.7,129.3,581460.7,5074450.3
1272,PSME,51.4,3.0,354.4,142.9,581464.4,5074463.9
1277,PSME,45.3,4.0,370.0,131.1,581480.0,5074452.1
1287,TABR,12.1,6.4,374.3,129.2,581484.3,5074450.2
1300,THPL,18.4,6.1,335.4,134.8,581445.4,5074455.8
1302,ABGR,98.2,10.5,327.7,141.2,581437.7,5074462.2
1305,PSME,70.3,3.0,330.1,149.4,581440.1,5074470.4
1310,TABR,16.2,6.9,345.3,133.0,581455.3,5074454.0
1312,TABR,18.1,7.5,342.6,145.7,581452.6,5074466.7
1314,TSHE,26.9,10.2,343.9,140.8,581453.9,5074461.8
1317,TSHE,23.0,9.6,347.0,130.7,581457.0,5074451.7
1321,PSME,71.3,15.0,346.7,137.9,581456.7,5074458.9
1323,PSME,94.5,9.6,348.6,140.1,581458.6,5074461.1
1324,PSME,82.2,3.2,349.4,148.9,581459.4,5074469.9
1325,TSHE,27.6,12.7,315.2,125.7,581425.2,5074446.7
1332,PSME,100.4,43.2,302.5,142.0,581412.5,5074463.0
1333,PSME,78.6,41.5,310.8,138.1,581420.8,5074459.1
1334,TABR,14.7,7.0,315.8,133.0,581425.8,5074454.0
1335,PSME,98.1,8.9,315.1,134.8,581425.1,5074455.8
1337,PSME,64.6,29.9,299.9,149.2,581409.9,5074470.2
1340,TSHE,9.4,4.0,304.9,147.8,581414.9,5074468.8
1349,PSME,63.3,10.8,316.5,145.5,581426.5,5074466.5
1353,PSME,36.1,2.7,324.5,127.8,581434.5,5074448.8
1354,ABAM,45.9,27.7,324.6,136.3,581434.6,5074457.3
1381,ABGR,64.8,3.0,381.9,196.0,581491.9,5074517.0
1384,PSME,71.1,12.0,390.4,192.0,581500.4,5074513.0
1398,PSME,87.2,4.1,385.9,158.9,581495.9,5074479.9
1407,TSHE,12.5,4.6,386.1,163.4,581496.1,5074484.4
1415,ABGR,56.1,12.1,393.6,161.8,581503.6,5074482.8
1418,TSHE,7.9,2.7,390.7,168.8,581500.7,5074489.8
1423,TSHE,8.9,4.8,394.6,165.1,581504.6,5074486.1
1425,PSME,57.6,6.4,391.5,171.2,581501.5,5074492.2
1428,PSME,67.3,8.5,399.0,171.5,581509.0,5074492.5
1439,PSME,56.5,4.5,377.5,133.6,581487.5,5074454.6
1449,PSME,36.3,2.7,384.9,139.5,581494.9,5074460.5
1459,TSHE,25.0,9.4,393.0,147.0,581503.0,5074468.0
1460,PSME,65.3,3.9,395.4,144.7,581505.4,5074465.7
1461,TSHE,16.0,5.4,397.2,140.0,581507.2,5074461.0
1462,TSHE,16.9,4.7,398.2,136.9,581508.2,5074457.9
1466,PSME,64.6,12.8,382.3,101.3,581492.3,5074422.3
1478,ABGR,40.6,21.6,387.5,107.5,581497.5,5074428.5
1481,PSME,77.0,7.5,382.1,112.8,581492.1,5074433.8
1499,TSHE,12.3,4.0,387.4,119.7,581497.4,5074440.7
1501,PIMO,63.0,49.5,388.1,124.4,581498.1,5074445.4
1502,TSHE,101.0,3.6,392.6,119.7,581502.6,5074440.7
1514,PSME,87.8,7.8,365.9,104.5,581475.9,5074425.5
1515,PSME,29.1,2.7,352.0,111.8,581462.0,5074432.8
1520,PSME,53.0,3.5,353.7,120.0,581463.7,5074441.0
1521,PSME,69.0,2.3,353.1,122.0,581463.1,5074443.0
1525,TABR,6.6,5.5,359.7,117.9,581469.7,5074438.9
1529,PSME,73.6,5.9,365.1,114.5,581475.1,5074435.5
1530,TSHE,53.0,44.5,370.3,106.5,581480.3,5074427.5
1538,PSME,70.7,14.6,367.2,119.2,581477.2,5074440.2
1542,PSME,101.0,8.2,372.3,116.1,581482.3,5074437.1
1544,TABR,18.3,10.1,347.2,100.5,581457.2,5074421.5
1547,TABR,9.3,4.2,333.5,101.8,581443.5,5074422.8
1556,TABR,9.0,2.5,340.6,105.3,581450.6,5074426.3
1557,TABR,11.1,2.5,342.9,104.2,581452.9,5074425.2
1559,TSHE,17.5,3.2,335.6,111.1,581445.6,5074432.1
1563,TABR,6.0,4.2,336.2,113.2,581446.2,5074434.2
1566,TABR,16.0,3.9,345.1,104.5,581455.1,5074425.5
1569,TSHE,18.4,8.6,332.5,120.2,581442.5,5074441.2
1590,ABGR,63.6,11.6,303.3,106.7,581413.3,5074427.7
1594,TABR,8.5,4.0,305.2,111.4,581415.2,5074432.4
1595,TABR,20.0,4.8,305.3,112.9,581415.3,5074433.9
1605,TSHE,18.8,9.3,323.4,103.6,581433.4,5074424.6
1607,TSHE,10.5,5.0,322.0,106.7,581432.0,5074427.7
1610,TSHE,10.8,4.8,317.5,117.3,581427.5,5074438.3
1611,TSHE,54.5,3.7,318.1,117.4,581428.1,5074438.4
1612,TSHE,59.8,31.2,320.2,114.9,581430.2,5074435.9
1613,PSME,57.1,2.6,320.0,121.7,581430.0,5074442.7
1614,TSHE,34.0,10.5,322.7,107.4,581432.7,5074428.4
1618,ABAM,5.3,2.9,369.9,172.5,581479.9,5074493.5
1638,TABR,15.2,7.5,320.5,130.7,581430.5,5074451.7
2003,TSHE,54.7,2.2,275.4,182.3,581385.4,5074503.3
2008,PIMO,84.6,50.0,289.5,180.1,581399.5,5074501.1
2018,PSME,90.9,7.4,283.6,192.2,581393.6,5074513.2
2021,TSHE,20.9,14.8,291.5,188.6,581401.5,5074509.6
2022,TSHE,7.1,3.3,290.5,189.9,581400.5,5074510.9
2026,ABGR,52.3,39.2,290.5,192.6,581400.5,5074513.6
2027,PIMO,70.1,54.0,290.7,194.2,581400.7,5074515.2
2030,PSME,144.1,13.5,298.9,182.8,581408.9,5074503.8
2037,UKN,76.0,3.0,286.9,150.3,581396.9,5074471.3
2045,PSME,114.9,10.3,292.4,153.4,581402.4,5074474.4
2049,PSME,81.3,9.3,284.7,162.3,581394.7,5074483.3
2050,PSME,92.7,24.5,278.3,167.5,581388.3,5074488.5
2055,PSME,74.0,5.6,288.6,165.7,581398.6,5074486.7
2057,PSME,72.0,12.9,291.1,173.0,581401.1,5074494.0
2059,TSHE,54.7,2.2,292.9,170.8,581402.9,5074491.8
2060,PSME,82.5,23.8,295.0,162.1,581405.0,5074483.1
2067,PSME,53.7,8.9,267.9,150.3,581377.9,5074471.3
2070,PSME,105.5,25.9,257.7,152.4,581367.7,5074473.4
2073,ABAM,5.2,2.9,273.9,149.8,581383.9,5074470.8
2077,PSME,74.4,8.6,257.8,157.8,581367.8,5074478.8
2078,PSME,61.5,3.5,252.8,162.3,581362.8,5074483.3
2079,ABAM,66.6,40.6,255.2,161.0,581365.2,5074482.0
2085,PSME,80.2,7.3,250.9,167.8,581360.9,5074488.8
2087,PIMO,62.3,6.5,257.6,165.4,581367.6,5074486.4
2102,ABAM,6.6,3.7,263.7,167.3,581373.7,5074488.3
2103,CONU,8.1,7.0,264.2,167.0,581374.2,5074488.0
2106,PSME,60.5,8.0,267.8,164.5,581377.8,5074485.5
2110,TABR,6.8,4.5,264.8,173.5,581374.8,5074494.5
2111,PSME,98.5,24.1,272.1,158.9,581382.1,5074479.9
2112,TABR,6.5,2.4,270.7,164.1,581380.7,5074485.1
2123,TSHE,6.4,4.5,254.6,177.0,581364.6,5074498.0
2133,TABR,14.1,7.9,259.0,183.6,581369.0,5074504.6
2136,PSME,84.7,3.1,254.1,192.0,581364.1,5074513.0
2137,TSHE,13.2,8.9,254.6,192.8,581364.6,5074513.8
2141,CONU,8.3,5.6,260.7,190.2,581370.7,5074511.2
2150,TABR,6.7,2.8,271.8,194.1,581381.8,5074515.1
2157,UKN,44.2,3.8,293.9,125.0,581403.9,5074446.0
2164,ABAM,80.0,2.1,283.8,129.4,581393.8,5074450.4
2180,ABAM,9.5,6.0,282.2,141.8,581392.2,5074462.8
2184,PSME,98.3,50.3,289.2,139.0,581399.2,5074460.0
2187,ABAM,21.2,11.3,291.4,141.3,581401.4,5074462.3
2194,PSME,126.5,13.9,257.4,128.1,581367.4,5074449.1
2195,ABAM,5.0,3.7,255.6,129.3,581365.6,5074450.3
2204,TABR,23.7,6.0,254.4,134.0,581364.4,5074455.0
2208,ABAM,61.2,16.7,254.3,136.7,581364.3,5074457.7
2214,PSME,60.6,9.5,256.4,138.5,581366.4,5074459.5
2225,PSME,123.0,51.9,258.2,143.3,581368.2,5074464.3
2228,PSME,85.7,38.8,256.2,147.2,581366.2,5074468.2
2229,ABAM,65.1,30.4,262.0,144.2,581372.0,5074465.2
2232,PSME,63.0,11.3,256.8,149.2,581366.8,5074470.2
2234,PSME,76.8,12.3,265.3,143.2,581375.3,5074464.2
2246,PSME,75.3,28.6,275.0,146.9,581385.0,5074467.9
2256,TABR,27.2,4.1,244.1,127.6,581354.1,5074448.6
2257,TABR,13.8,6.3,232.8,135.6,581342.8,5074456.6
2265,TABR,24.9,4.8,242.5,133.3,581352.5,5074454.3
2269,THPL,24.2,5.9,236.0,144.1,581346.0,5074465.1
2273,PSME,37.7,2.8,238.2,145.9,581348.2,5074466.9
2279,UKN,43.3,2.4,242.6,144.6,581352.6,5074465.6
2281,ABAM,5.0,3.0,244.7,139.9,581354.7,5074460.9
2306,PSME,61.9,6.4,230.6,163.7,581340.6,5074484.7
2307,PSME,63.9,8.9,235.6,161.0,581345.6,5074482.0
2310,PSME,44.7,4.6,225.7,172.3,581335.7,5074493.3
2311,ABAM,53.9,21.2,225.7,174.1,581335.7,5074495.1
2316,PSME,83.0,30.4,233.5,174.4,581343.5,5074495.4
2317,PSME,65.5,5.5,244.9,158.5,581354.9,5074479.5
2325,PSME,70.7,2.7,242.9,172.9,581352.9,5074493.9
2327,TABR,11.1,2.4,243.1,174.6,581353.1,5074495.6
2331,PSME,21.8,2.6,247.5,164.9,581357.5,5074485.9
2335,ABAM,61.8,7.4,250.1,160.2,581360.1,5074481.2
2336,PSME,81.0,20.3,233.7,175.6,581343.7,5074496.6
2337,ABGR,47.1,5.1,236.6,178.9,581346.6,5074499.9
2351,ABGR,55.0,4.7,242.2,182.0,581352.2,5074503.0
2355,PSME,35.7,3.7,229.0,199.8,581339.0,5074520.8
2360,TABR,13.4,6.9,243.0,191.2,581353.0,5074512.2
2363,PSME,46.1,2.8,246.8,185.0,581356.8,5074506.0
2365,PSME,77.0,3.3,245.9,189.7,581355.9,5074510.7
2387,UKN,40.0,30.6,283.7,115.3,581393.7,5074436.3
2396,PSME,32.4,4.0,290.4,113.4,581400.4,5074434.4
2400,PSME,61.9,3.2,293.1,113.4,581403.1,5074434.4
2408,PIMO,46.7,2.1,266.9,100.6,581376.9,5074421.6
2410,TSHE,10.9,5.4,251.2,100.8,581361.2,5074421.8
2414,UKN,63.5,3.3,250.5,107.6,581360.5,5074428.6
2438,ABAM,51.2,38.7,261.6,119.1,581371.6,5074440.1
2440,PSME,38.0,19.3,269.4,109.3,581379.4,5074430.3
2449,UKN,34.6,4.0,272.8,112.2,581382.8,5074433.2
2462,PSME,31.0,3.2,230.1,110.9,581340.1,5074431.9
2463,PSME,20.7,3.0,237.7,107.7,581347.7,5074428.7
2474,THPL,13.0,4.7,237.2,117.8,581347.2,5074438.8
2498,PSME,33.3,2.5,203.7,101.1,581313.7,5074422.1
2504,PSME,85.9,6.3,203.4,113.1,581313.4,5074434.1
2514,PSME,64.4,18.5,209.6,123.7,581319.6,5074444.7
2525,PSME,26.2,6.2,220.4,118.7,581330.4,5074439.7
2532,PSME,41.3,3.9,223.7,103.1,581333.7,5074424.1
2538,PSME,83.5,21.1,202.3,130.1,581312.3,5074451.1
2539,PSME,59.6,13.2,200.6,130.8,581310.6,5074451.8
2543,TSHE,5.8,4.3,203.5,138.0,581313.5,5074459.0
2546,PSME,42.6,6.8,214.2,132.6,581324.2,5074453.6
2549,PIMO,93.4,3.8,206.9,141.3,581316.9,5074462.3
2552,TABR,15.5,4.3,202.7,149.5,581312.7,5074470.5
2553,ABGR,54.7,47.0,205.9,148.8,581315.9,5074469.8
2556,ABAM,68.9,25.3,215.2,134.8,581325.2,5074455.8
2561,PSME,54.1,10.7,214.4,138.5,581324.4,5074459.5
2563,PSME,54.4,21.5,211.4,144.6,581321.4,5074465.6
2564,THPL,64.2,15.5,213.9,143.7,581323.9,5074464.7
2568,PSME,71.3,7.5,221.7,136.5,581331.7,5074457.5
2569,TABR,6.8,3.0,222.5,137.9,581332.5,5074458.9
2572,PSME,81.7,5.0,222.7,149.2,581332.7,5074470.2
2578,TABR,11.7,4.1,200.9,154.2,581310.9,5074475.2
2581,PSME,73.4,7.1,207.1,160.5,581317.1,5074481.5
2592,PSME,47.4,3.1,212.2,162.4,581322.2,5074483.4
2595,PSME,67.5,8.8,215.5,164.6,581325.5,5074485.6
2599,ABAM,59.8,3.7,222.3,157.3,581332.3,5074478.3
2602,CONU,5.5,3.1,222.7,161.0,581332.7,5074482.0
2610,TABR,7.8,2.9,210.7,179.4,581320.7,5074500.4
2612,PSME,72.4,9.4,217.7,178.2,581327.7,5074499.2
2613,PSME,76.6,13.5,218.7,178.6,581328.7,5074499.6
2614,PSME,63.8,14.9,220.6,179.1,581330.6,5074500.1
2618,TABR,6.2,4.0,203.5,191.3,581313.5,5074512.3
2624,PSME,127.8,11.1,212.8,187.6,581322.8,5074508.6
2627,TABR,10.8,5.4,210.7,194.6,581320.7,5074515.6
2630,PSME,33.0,2.7,215.3,198.5,581325.3,5074519.5
3018,UKN,59.7,2.9,289.1,217.8,581399.1,5074538.8
3019,PIMO,87.3,35.7,296.1,224.3,581406.1,5074545.3
3021,TSHE,62.3,5.6,295.6,221.8,581405.6,5074542.8
3033,PSME,59.9,3.3,263.7,205.5,581373.7,5074526.5
3038,PSME,56.1,2.2,254.4,212.2,581364.4,5074533.2
3039,PSME,78.7,4.0,257.3,213.7,581367.3,5074534.7
3045,PSME,39.7,5.5,258.5,218.6,581368.5,5074539.6
3053,TSHE,13.7,4.6,269.9,213.9,581379.9,5074534.9
3055,ABGR,70.6,13.7,269.5,220.5,581379.5,5074541.5
3056,TSHE,6.6,4.4,270.2,221.6,581380.2,5074542.6
3059,PSME,115.2,52.3,271.6,220.0,581381.6,5074541.0
3062,PSME,37.7,25.8,251.5,227.8,581361.5,5074548.8
3073,PSME,186.7,25.9,260.5,246.3,581370.5,5074567.3
3074,TSHE,67.4,3.1,266.1,240.8,581376.1,5074561.8
3077,PSME,115.7,10.4,284.7,228.9,581394.7,5074549.9
3094,UKN,45.3,2.6,296.4,230.3,581406.4,5074551.3
3102,TABR,5.3,3.2,299.4,238.8,581409.4,5074559.8
3103,ABGR,22.4,6.7,249.1,200.8,581359.1,5074521.8
3106,TABR,5.7,2.1,240.0,200.2,581350.0,5074521.2
3113,TABR,10.4,3.5,229.0,207.0,581339.0,5074528.0
3120,TABR,7.1,3.3,229.2,216.8,581339.2,5074537.8
3127,TABR,6.6,4.2,235.9,214.3,581345.9,5074535.3
3129,PSME,40.5,31.4,240.8,213.7,581350.8,5074534.7
3131,PSME,41.0,6.9,244.8,208.9,581354.8,5074529.9
3142,PIMO,65.1,3.3,248.4,212.5,581358.4,5074533.5
3152,PIMO,88.5,13.3,238.0,231.2,581348.0,5074552.2
3153,PSME,62.5,39.2,240.8,229.4,581350.8,5074550.4
3154,PIMO,76.4,12.5,233.9,233.5,581343.9,5074554.5
3155,PIMO,67.5,2.4,230.4,235.2,581340.4,5074556.2
3157,PIMO,78.3,2.5,240.5,231.5,581350.5,5074552.5
3159,ABAM,70.7,26.6,232.1,240.3,581342.1,5074561.3
3164,TSHE,9.2,4.2,235.2,239.3,581345.2,5074560.3
3165,TSHE,14.6,6.4,236.0,239.0,581346.0,5074560.0
3168,PSME,31.6,2.6,237.4,242.0,581347.4,5074563.0
3170,PSME,59.5,5.9,237.8,244.7,581347.8,5074565.7
3177,PSME,72.0,7.8,229.4,251.3,581339.4,5074572.3
3180,PSME,85.5,7.8,230.0,252.3,581340.0,5074573.3
3185,PSME,84.2,2.9,233.8,258.0,581343.8,5074579.0
3187,PSME,56.3,6.7,228.6,264.3,581338.6,5074585.3
3188,PSME,55.8,8.1,225.7,266.9,581335.7,5074587.9
3189,TSHE,9.0,5.2,229.6,266.6,581339.6,5074587.6
3202,TSHE,9.8,5.9,233.6,273.5,581343.6,5074594.5
3206,PSME,77.7,35.1,246.5,257.4,581356.5,5074578.4
3208,TSHE,36.4,17.4,243.9,268.2,581353.9,5074589.2
3218,PSME,95.7,8.7,251.1,252.2,581361.1,5074573.2
3219,PSME,46.2,3.1,254.2,256.2,581364.2,5074577.2
3222,TSHE,8.1,5.7,250.3,262.5,581360.3,5074583.5
3224,PSME,76.5,3.9,255.1,262.9,581365.1,5074583.9
3241,PSME,93.3,10.4,296.7,251.3,581406.7,5074572.3
3248,PSME,51.6,3.5,274.9,263.4,581384.9,5074584.4
3250,PSME,70.6,2.4,292.0,255.1,581402.0,5074576.1
3253,PSME,81.0,15.8,282.7,266.0,581392.7,5074587.0
3254,PSME,56.1,2.9,280.0,268.6,581390.0,5074589.6
3262,PSME,75.7,4.4,290.0,274.2,581400.0,5074595.2
3265,TABR,17.7,3.1,299.1,259.8,581409.1,5074580.8
3270,TABR,6.5,2.9,200.9,200.1,581310.9,5074521.1
3271,TABR,5.0,3.9,201.1,200.5,581311.1,5074521.5
3274,TABR,13.8,5.0,212.9,203.1,581322.9,5074524.1
