tree_x,tree_y,species,dbh
581382.35,5074618.532,PSME,100.0
581381.963,5074619.655,TSHE,5.6
581384.974,5074615.647,PSME,117.2
581403.4,5074595.894,TSHE,9.0
581394.772,5074595.721,THPL,27.1
581385.356,5074599.057,TSHE,81.8
581395.831,5074600.96,PSME,86.4
581390.31,5074603.898,TSHE,6.7
581389.424,5074606.975,THPL,19.1
581387.408,5074609.239,TSHE,77.5
581390.848,5074612.285,PSME,59.6
581394.213,5074610.531,ABAM,8.8
581404.201,5074602.606,TSHE,18.9
581401.843,5074605.902,PSME,51.2
581400.016,5074608.148,TSHE,25.2
581398.199,5074611.522,PSME,80.2
581396.744,5074614.242,PSME,24.0
581395.852,5074615.704,TSHE,7.7
581393.498,5074617.927,THPL,144.7
581397.399,5074615.046,TSHE,9.3
581396.853,5074617.875,TSHE,5.0
581401.561,5074612.944,TSHE,7.1
581401.558,5074619.815,TSHE,85.7
581404.143,5074611.995,PSME,87.2
581405.471,5074607.113,THPL,24.7
581405.9,5074606.919,PSME,55.9
581407.119,5074605.766,TSHE,20.1
581406.266,5074610.374,PSME,52.6
581407.413,5074614.311,TABR,14.4
581407.579,5074616.814,TABR,9.7
581407.511,5074618.162,TSHE,70.1
581310.0,5074421.0,SWCorner,0.0
