tree_id,species,dbh,top_height,crown_radius,stem_x,stem_y,crown_ratio
77,TSHE,72.0,44.6,6.2,581444.7,5074557.3,0.789237668161435
80,TSHE,12.3,13.0,3.1,581438.0,5074568.4,0.7
81,TSHE,19.0,18.4,3.3,581437.8,5074569.8,0.766304347826087
84,PSME,111.6,51.5,5.3,581445.2,5074564.7,0.469902912621359
85,TABR,40.0,13.4,5.9,581447.6,5074565.3,0.619402985074627
86,TABR,31.8,9.5,4.8,581454.9,5074555.1,0.536842105263158
87,TSHE,10.5,11.5,3.0,581452.2,5074564.9,0.669565217391304
88,TABR,31.2,12.3,4.7,581458.1,5074557.7,0.650406504065041
89,TSHE,6.3,7.7,2.8,581457.8,5074559.8,0.532467532467532
90,THPL,7.8,7.1,3.6,581458.0,5074560.8,0.788732394366197
91,PSME,166.5,57.4,6.1,581457.5,5074520.8,0.555749128919861
92,THPL,9.8,8.5,3.6,581441.5,5074523.1,0.788235294117647
93,TABR,8.7,4.0,2.6,581450.5,5074522.5,0.375
94,TABR,15.1,10.0,3.1,581447.9,5074523.0,0.7
96,TSHE,42.0,32.8,4.3,581435.6,5074529.9,0.814024390243902
97,TABR,12.1,9.0,2.8,581446.1,5074526.0,0.7
98,PSME,102.5,49.9,5.1,581448.2,5074525.8,0.44689378757515
99,ABGR,56.2,40.8,2.8,581443.6,5074527.8,0.566176470588235
100,TABR,11.6,6.0,2.8,581442.2,5074528.0,0.55
102,TSHE,8.2,9.4,2.9,581446.0,5074527.9,0.606382978723404
103,TSHE,27.1,24.1,3.6,581447.3,5074528.7,0.800829875518672
104,TABR,8.8,5.0,2.6,581443.8,5074530.7,0.5
105,TSHE,14.1,14.5,3.1,581450.4,5074527.1,0.724137931034483
106,TSHE,7.2,8.5,2.9,581437.8,5074535.1,0.576470588235294
107,TABR,32.0,7.1,4.8,581446.6,5074531.2,0.380281690140845
108,TABR,10.0,4.6,2.7,581443.6,5074534.1,0.434782608695652
109,TSHE,6.5,7.8,2.9,581440.9,5074537.1,0.538461538461539
110,TSHE,9.3,10.4,3.0,581442.2,5074538.8,0.644230769230769
112,TABR,19.5,6.5,3.4,581450.8,5074530.9,0.476923076923077
114,THPL,95.0,41.2,4.5,581449.8,5074541.4,0.672330097087379
115,TSHE,5.7,7.1,2.8,581449.0,5074543.1,0.492957746478873
117,TSHE,6.3,7.7,2.8,581453.3,5074540.6,0.532467532467532
118,TSHE,63.0,41.7,5.6,581458.7,5074525.4,0.803357314148681
119,THPL,126.5,46.1,4.9,581456.2,5074538.0,0.611713665943601
120,TSHE,10.5,11.5,3.0,581456.4,5074539.1,0.669565217391304
121,TSHE,8.5,9.7,2.9,581458.4,5074539.0,0.618556701030928
122,TSHE,7.5,8.8,2.9,581458.6,5074537.9,0.579545454545454
126,TABR,85.1,12.8,6.8,581413.0,5074572.3,0.3046875
127,THPL,75.0,36.7,4.2,581424.5,5074572.8,0.708446866485014
128,TABR,16.0,7.4,3.1,581430.0,5074572.4,0.581081081081081
129,TSHE,10.7,11.7,3.0,581423.3,5074573.7,0.666666666666667
131,TABR,19.1,8.5,3.4,581416.5,5074575.7,0.611764705882353
132,TSHE,7.5,8.8,2.9,581423.4,5074574.0,0.579545454545454
133,TABR,21.0,4.0,3.6,581422.3,5074576.8,0.125
134,PSME,140.0,55.2,5.7,581428.3,5074574.6,0.523550724637681
135,TABR,12.9,7.9,2.9,581415.7,5074580.3,0.645569620253164
136,THPL,82.0,38.5,4.3,581427.0,5074575.8,0.693506493506494
137,THPL,144.0,48.0,5.1,581417.1,5074582.1,0.577083333333333
138,TSHE,6.1,7.5,2.8,581419.1,5074581.4,0.52
139,TSHE,10.2,11.2,3.0,581414.5,5074583.6,0.660714285714286
140,PSME,125.0,53.5,5.5,581431.8,5074573.6,0.497196261682243
141,TSHE,16.7,16.6,3.2,581420.2,5074582.9,0.753012048192771
142,PSME,111.5,51.5,5.3,581415.8,5074585.4,0.469902912621359
143,TABR,18.4,9.5,3.3,581415.0,5074586.6,0.652631578947368
144,TSHE,8.1,9.3,2.9,581420.5,5074584.4,0.602150537634409
145,TSHE,16.5,16.5,3.2,581433.0,5074573.7,0.745454545454545
147,THPL,86.8,39.5,4.4,581420.0,5074589.0,0.686075949367089
150,TSHE,13.7,14.2,3.1,581428.5,5074584.6,0.71830985915493
151,TSHE,6.0,7.4,2.8,581429.9,5074583.5,0.513513513513513
152,TSHE,10.6,11.6,3.0,581431.2,5074582.5,0.663793103448276
153,TSHE,6.0,7.4,2.8,581429.2,5074588.4,0.513513513513513
154,TSHE,9.3,10.4,3.0,581429.4,5074587.9,0.644230769230769
155,THPL,71.2,35.7,4.2,581430.1,5074593.7,0.714285714285714
156,THPL,84.2,39.0,4.3,581433.1,5074581.6,0.68974358974359
157,TSHE,13.2,13.8,3.1,581434.5,5074577.3,0.710144927536232
159,TSHE,32.0,27.2,3.9,581437.9,5074573.0,0.808823529411765
160,TABR,20.0,9.4,3.5,581442.7,5074575.3,0.638297872340425
162,TABR,24.2,13.8,3.9,581437.2,5074577.9,0.72463768115942
164,TABR,32.6,11.2,4.9,581441.8,5074581.8,0.598214285714286
165,TSHE,60.5,40.8,5.4,581435.7,5074588.9,0.806372549019608
166,THPL,93.0,40.8,4.4,581435.3,5074590.2,0.676470588235294
167,THPL,24.8,17.6,3.7,581438.9,5074588.0,0.778409090909091
168,PSME,95.8,48.5,5.0,581444.8,5074583.3,0.42680412371134
171,TABR,13.0,7.5,2.9,581444.2,5074587.9,0.626666666666667
172,PSME,149.0,56.1,5.9,581450.2,5074583.0,0.53475935828877
173,THPL,41.3,25.5,3.9,581448.3,5074586.3,0.756862745098039
174,THPL,11.8,9.8,3.6,581458.2,5074575.5,0.795918367346939
175,TSHE,84.0,47.9,7.1,581457.5,5074578.2,0.766179540709812
176,TSHE,6.5,7.8,2.9,581453.8,5074591.4,0.538461538461539
177,TSHE,7.5,8.8,2.9,581456.9,5074584.1,0.579545454545454
178,TABR,16.2,8.0,3.1,581455.7,5074595.5,0.6125
179,THPL,27.5,19.0,3.8,581459.5,5074581.9,0.778947368421053
180,TABR,9.0,4.9,2.6,581470.8,5074572.2,0.489795918367347
181,TSHE,32.0,27.2,3.9,581460.6,5074571.5,0.808823529411765
183,TSHE,60.6,40.8,5.4,581463.5,5074576.5,0.806372549019608
184,THPL,19.5,14.6,3.7,581460.5,5074578.0,0.787671232876712
185,THPL,135.0,47.1,5.0,581473.4,5074575.0,0.59447983014862
187,TSHE,32.9,27.8,3.9,581465.1,5074579.6,0.809352517985611
188,TSHE,9.4,10.5,3.0,581471.6,5074578.7,0.638095238095238
190,TABR,20.4,7.8,3.5,581461.9,5074586.0,0.564102564102564
191,TSHE,80.9,47.1,6.9,581471.3,5074580.4,0.772823779193206
194,THPL,148.0,48.3,5.1,581478.1,5074577.6,0.56935817805383
196,TSHE,55.4,38.8,5.1,581467.2,5074595.1,0.811855670103093
197,TSHE,22.5,21.0,3.5,581469.7,5074594.4,0.780952380952381
199,TABR,14.5,6.2,3.0,581473.6,5074592.6,0.532258064516129
200,THPL,187.0,51.0,5.4,581477.7,5074586.7,0.484313725490196
203,PSME,154.6,56.6,5.9,581476.7,5074593.6,0.540636042402827
204,TABR,14.2,6.8,3.0,581480.9,5074584.0,0.573529411764706
205,PSME,85.0,45.9,4.8,581481.3,5074589.2,0.38562091503268
206,PSME,107.0,50.7,5.2,581481.1,5074595.6,0.45956607495069
207,THPL,72.0,35.9,4.2,581483.3,5074587.8,0.713091922005571
208,TSHE,40.5,32.0,4.3,581482.2,5074546.5,0.815625
209,PSME,126.9,53.7,5.5,581463.2,5074547.9,0.500931098696462
210,THPL,78.3,37.6,4.3,581461.3,5074550.5,0.699468085106383
211,TSHE,14.1,14.5,3.1,581461.2,5074551.2,0.724137931034483
213,PSME,128.3,53.9,5.5,581476.9,5074548.2,0.504638218923933
214,TSHE,45.7,34.6,4.5,581477.7,5074548.6,0.815028901734104
215,TSHE,23.7,21.8,3.5,581476.7,5074549.1,0.788990825688073
216,TABR,6.0,3.6,2.4,581467.4,5074552.8,0.388888888888889
217,THPL,114.0,44.4,4.7,581465.7,5074555.6,0.637387387387387
218,TABR,6.7,4.5,2.4,581466.1,5074557.7,0.488888888888889
220,TSHE,24.9,22.7,3.5,581470.0,5074558.3,0.788546255506608
222,TABR,12.9,3.3,2.9,581467.8,5074564.4,0.151515151515152
223,TABR,11.0,5.7,2.7,581464.7,5074568.3,0.543859649122807
226,TSHE,35.7,29.4,4.0,581467.9,5074568.7,0.812925170068027
227,TSHE,41.1,32.3,4.3,581478.9,5074554.7,0.814241486068112
229,TABR,8.2,5.0,2.5,581468.7,5074569.8,0.52
230,TSHE,32.9,27.8,3.9,581469.4,5074569.9,0.809352517985611
231,PSME,121.9,53.1,5.4,581480.3,5074555.1,0.491525423728814
232,THPL,181.1,50.6,5.4,581472.3,5074568.4,0.49802371541502
233,TABR,21.4,10.8,3.6,581475.7,5074568.3,0.675925925925926
234,TABR,27.6,10.4,4.3,581478.9,5074562.5,0.615384615384615
235,TSHE,12.0,12.8,3.0,581479.4,5074565.1,0.6953125
236,TABR,15.4,6.3,3.1,581480.7,5074568.4,0.523809523809524
237,TSHE,82.0,47.4,7.0,581482.7,5074562.3,0.770042194092827
238,TABR,6.8,6.4,2.4,581482.6,5074568.5,0.640625
239,TSHE,7.1,8.4,2.9,581485.3,5074565.7,0.571428571428571
241,TSHE,25.9,23.3,3.6,581467.5,5074521.2,0.798283261802575
242,PSME,138.5,55.1,5.7,581480.2,5074522.4,0.520871143375681
243,TSHE,7.7,9.0,2.9,581463.0,5074523.6,0.588888888888889
244,TABR,12.2,7.0,2.8,581460.2,5074526.9,0.6
245,TSHE,11.5,12.3,3.0,581468.8,5074527.5,0.691056910569106
246,TSHE,6.9,8.2,2.9,581467.6,5074529.9,0.560975609756098
247,TSHE,16.0,16.1,3.2,581463.9,5074531.6,0.739130434782609
248,TSHE,76.9,46.0,6.6,581466.1,5074532.7,0.782608695652174
249,TSHE,16.9,16.8,3.2,581463.5,5074534.9,0.75
250,TSHE,23.7,21.8,3.5,581474.4,5074527.5,0.788990825688073
251,TSHE,5.8,7.2,2.8,581469.3,5074532.5,0.5
252,TABR,7.4,3.1,2.5,581462.6,5074539.0,0.258064516129032
253,TSHE,21.1,20.0,3.4,581467.8,5074538.2,0.775
254,TSHE,50.5,36.8,4.8,581466.8,5074542.0,0.8125
256,TSHE,21.8,20.5,3.4,581475.2,5074535.4,0.780487804878049
257,TSHE,31.8,27.1,3.9,581475.3,5074536.5,0.808118081180812
258,TSHE,60.5,40.8,5.4,581482.5,5074524.7,0.806372549019608
260,TSHE,93.7,50.0,8.0,581475.8,5074538.6,0.744
261,TSHE,18.2,17.8,3.3,581479.2,5074532.6,0.758426966292135
262,TSHE,13.4,14.0,3.1,581480.3,5074532.1,0.714285714285714
263,TABR,10.0,6.0,2.7,581483.4,5074524.3,0.566666666666667
265,PSME,124.9,53.5,5.5,581425.1,5074597.7,0.497196261682243
267,TSHE,60.9,40.9,5.4,581423.3,5074599.1,0.806845965770171
268,TSHE,94.3,50.2,8.1,581415.7,5074602.4,0.741035856573705
269,TSHE,35.9,29.5,4.0,581420.2,5074602.9,0.813559322033898
270,TSHE,13.7,14.2,3.1,581419.2,5074603.5,0.71830985915493
271,THPL,92.2,40.7,4.4,581411.1,5074608.1,0.675675675675676
272,TSHE,78.8,46.5,6.7,581424.7,5074602.5,0.778494623655914
273,TSHE,13.1,13.7,3.1,581422.9,5074606.0,0.708029197080292
274,TSHE,58.3,40.0,5.3,581417.4,5074613.3,0.8075
275,THPL,7.7,7.0,3.6,581416.0,5074617.0,0.8
277,TSHE,39.7,31.6,4.2,581426.2,5074609.5,0.813291139240506
279,TSHE,35.4,29.2,4.0,581421.5,5074619.9,0.811643835616438
280,TSHE,58.2,39.9,5.3,581425.9,5074613.5,0.80952380952381
281,TABR,8.4,5.3,2.6,581423.4,5074619.9,0.547169811320755
283,PSME,144.1,55.7,5.8,581427.1,5074618.7,0.527827648114901
284,TSHE,9.7,10.8,3.0,581429.1,5074613.5,0.648148148148148
286,TSHE,34.7,28.8,4.0,581430.6,5074615.3,0.8125
287,TSHE,62.9,41.6,5.6,581432.1,5074611.8,0.802884615384615
288,TSHE,21.3,20.1,3.4,581431.3,5074617.5,0.781094527363184
290,TSHE,34.5,28.7,4.0,581449.0,5074596.5,0.81184668989547
291,THPL,51.0,29.3,4.0,581443.0,5074599.9,0.744027303754266
292,THPL,183.5,50.8,5.4,581439.9,5074601.7,0.492125984251969
293,TSHE,23.1,21.4,3.5,581441.5,5074602.1,0.785046728971963
295,TSHE,33.9,28.3,3.9,581435.1,5074610.0,0.812720848056537
297,TSHE,34.4,28.6,4.0,581448.9,5074603.9,0.811188811188811
298,TSHE,16.8,16.7,3.2,581436.0,5074612.5,0.748502994011976
300,PSME,113.8,51.9,5.3,581446.9,5074607.4,0.473988439306358
301,TSHE,37.0,30.1,4.1,581449.9,5074606.1,0.813953488372093
302,TSHE,10.0,11.0,3.0,581436.5,5074619.7,0.663636363636364
307,TSHE,12.0,12.8,3.0,581452.6,5074610.6,0.6953125
308,THPL,129.0,46.4,4.9,581454.5,5074610.2,0.607758620689655
310,TSHE,9.0,10.1,2.9,581456.7,5074616.0,0.633663366336634
311,TSHE,31.6,27.0,3.8,581458.7,5074606.4,0.807407407407407
312,TSHE,14.2,14.6,3.1,581458.8,5074611.5,0.726027397260274
313,PSME,121.6,53.0,5.4,581471.9,5074597.0,0.492452830188679
314,TSHE,12.7,13.4,3.1,581476.3,5074596.7,0.701492537313433
315,TSHE,14.3,14.7,3.1,581477.5,5074598.7,0.727891156462585
316,TABR,13.7,5.8,2.9,581463.1,5074600.2,0.5
317,PSME,148.8,56.1,5.9,581464.3,5074602.9,0.53475935828877
318,THPL,46.9,27.7,3.9,581469.0,5074602.0,0.754512635379061
319,TSHE,29.8,25.9,3.8,581461.3,5074609.5,0.803088803088803
320,TSHE,36.6,29.9,4.1,581460.0,5074612.5,0.812709030100334
322,TSHE,14.7,15.0,3.1,581465.9,5074608.6,0.733333333333333
324,TSHE,11.0,11.9,3.0,581471.5,5074605.7,0.680672268907563
326,TSHE,38.9,31.1,4.2,581472.4,5074607.0,0.816720257234727
327,THPL,76.5,37.1,4.3,581462.2,5074618.3,0.703504043126685
328,THPL,132.1,46.7,4.9,581463.0,5074619.0,0.601713062098501
330,THPL,59.9,32.4,4.1,581478.8,5074605.3,0.731481481481482
331,TSHE,76.5,45.9,6.5,581473.0,5074616.1,0.782135076252723
332,TSHE,14.1,14.5,3.1,581473.2,5074617.3,0.724137931034483
333,TSHE,36.9,30.1,4.1,581475.8,5074616.4,0.81063122923588
334,THPL,11.0,9.3,3.6,581481.6,5074612.0,0.78494623655914
335,TSHE,67.1,43.1,5.8,581494.6,5074595.7,0.798143851508121
336,TSHE,35.8,29.4,4.0,581491.7,5074596.1,0.812925170068027
337,TSHE,74.4,45.3,6.4,581499.5,5074597.7,0.785871964679912
338,TSHE,33.5,28.1,3.9,581488.2,5074600.2,0.811387900355872
339,THPL,123.7,45.7,4.8,581493.4,5074599.5,0.617067833698031
340,TSHE,23.2,21.5,3.5,581501.5,5074598.7,0.786046511627907
341,THPL,160.4,49.3,5.3,581506.8,5074597.0,0.543610547667343
342,TSHE,54.8,38.6,5.1,581492.9,5074603.0,0.810880829015544
344,TSHE,22.2,20.8,3.4,581495.5,5074606.5,0.778846153846154
345,TSHE,10.6,11.6,3.0,581485.8,5074614.7,0.663793103448276
346,TSHE,16.3,16.3,3.2,581501.2,5074602.9,0.748466257668712
347,TSHE,26.4,23.7,3.6,581500.7,5074603.2,0.79746835443038
348,TSHE,77.5,46.2,6.6,581498.2,5074606.4,0.779220779220779
349,TSHE,26.9,24.0,3.6,581490.1,5074614.5,0.8
350,THPL,182.1,50.7,5.4,581494.7,5074617.9,0.497041420118343
351,PSME,180.5,58.2,6.4,581498.5,5074612.7,0.56872852233677
352,THPL,120.9,45.4,4.8,581502.1,5074612.5,0.623348017621145
353,THPL,155.0,48.9,5.2,581505.3,5074606.9,0.554192229038855
354,TSHE,19.0,18.4,3.3,581505.2,5074613.2,0.766304347826087
355,PSME,142.5,55.5,5.8,581508.7,5074605.9,0.526126126126126
356,TSHE,54.3,38.4,5.0,581507.3,5074619.9,0.809895833333333
357,TSHE,45.4,34.4,4.5,581509.5,5074607.1,0.816860465116279
358,TSHE,71.5,44.5,6.2,581500.1,5074571.3,0.791011235955056
360,TABR,8.1,5.0,2.5,581488.1,5074575.2,0.52
361,TABR,9.3,5.4,2.6,581498.6,5074575.2,0.537037037037037
363,THPL,67.5,34.7,4.2,581492.4,5074583.3,0.720461095100865
365,TSHE,21.3,20.1,3.4,581487.4,5074590.6,0.781094527363184
366,TSHE,50.3,36.7,4.8,581485.2,5074593.8,0.814713896457766
367,TSHE,100.3,51.3,8.6,581494.6,5074588.4,0.725146198830409
369,TSHE,15.3,15.5,3.2,581506.3,5074576.4,0.735483870967742
371,TABR,9.2,5.9,2.6,581498.3,5074592.0,0.576271186440678
373,TABR,8.6,5.6,2.6,581506.0,5074587.3,0.571428571428572
374,TSHE,32.1,27.3,3.9,581506.4,5074593.0,0.805860805860806
376,PSME,126.3,53.7,5.5,581509.5,5074581.7,0.499068901303538
377,TSHE,39.2,31.3,4.2,581509.0,5074583.8,0.814696485623003
380,TSHE,35.2,29.1,4.0,581487.8,5074547.0,0.810996563573883
381,TSHE,64.9,42.3,5.7,581499.6,5074548.5,0.801418439716312
383,TSHE,89.2,49.1,7.6,581490.2,5074554.3,0.753564154786151
384,TSHE,9.6,10.7,3.0,581496.6,5074554.5,0.644859813084112
385,TSHE,10.1,11.1,3.0,581505.1,5074549.0,0.657657657657658
387,TABR,32.7,17.2,4.9,581488.5,5074562.9,0.738372093023256
388,TSHE,34.7,28.8,4.0,581495.1,5074557.9,0.8125
389,TSHE,23.2,21.5,3.5,581506.2,5074549.5,0.786046511627907
390,TSHE,9.7,10.8,3.0,581509.0,5074546.9,0.648148148148148
391,TABR,16.3,8.4,3.2,581497.7,5074557.8,0.630952380952381
392,TSHE,18.9,18.3,3.3,581502.0,5074555.1,0.765027322404372
393,TSHE,23.3,21.5,3.5,581500.3,5074557.8,0.786046511627907
394,PSME,117.5,52.4,5.4,581492.0,5074568.1,0.482824427480916
395,THPL,121.4,45.4,4.8,581491.5,5074569.4,0.623348017621145
396,TSHE,24.0,22.0,3.5,581493.3,5074567.7,0.790909090909091
397,TABR,6.4,5.0,2.4,581498.0,5074564.7,0.54
398,PSME,126.6,53.7,5.5,581500.7,5074563.7,0.500931098696462
400,TSHE,5.8,7.2,2.8,581506.6,5074553.4,0.5
401,PSME,126.7,53.7,5.5,581502.5,5074569.2,0.500931098696462
403,TSHE,13.9,14.4,3.1,581506.0,5074562.3,0.722222222222222
404,TSHE,23.1,21.4,3.5,581507.3,5074568.7,0.785046728971963
405,PSME,91.1,47.4,4.9,581497.7,5074521.2,0.409282700421941
406,TSHE,20.7,19.7,3.4,581486.7,5074526.0,0.776649746192894
407,ABAM,6.0,2.1,2.0,581493.6,5074526.6,0.333333333333333
408,TSHE,69.1,43.7,6.0,581498.0,5074525.4,0.794050343249428
410,TSHE,99.9,51.3,8.6,581503.4,5074526.9,0.725146198830409
411,TSHE,20.0,19.2,3.4,581491.3,5074536.4,0.770833333333333
412,TSHE,14.6,15.0,3.1,581490.6,5074538.7,0.726666666666667
413,PSME,109.5,51.1,5.2,581486.4,5074546.0,0.465753424657534
414,ABAM,6.8,2.7,2.0,581496.2,5074537.2,0.37037037037037
415,TABR,8.0,4.7,2.5,581495.5,5074539.2,0.48936170212766
416,TSHE,100.6,51.4,8.7,581492.4,5074543.7,0.723735408560311
419,TSHE,79.4,46.7,6.8,581502.8,5074538.3,0.777301927194861
421,ABAM,6.1,2.2,2.0,581508.1,5074529.8,0.318181818181818
423,THPL,122.9,45.6,4.8,581509.3,5074542.4,0.620614035087719
424,TABR,6.4,4.0,2.4,581490.9,5074526.7,0.425
426,TSHE,20.3,19.4,3.4,581444.1,5074620.2,0.77319587628866
1003,TABR,27.5,11.8,4.3,581413.9,5074499.7,0.661016949152542
1007,TSHE,7.5,8.8,2.9,581413.7,5074506.4,0.579545454545454
1008,TSHE,7.5,8.8,2.9,581410.8,5074508.0,0.579545454545454
1010,TSHE,6.0,7.4,2.8,581413.3,5074510.5,0.513513513513513
1011,TSHE,12.6,13.3,3.1,581411.3,5074513.3,0.706766917293233
1014,PSME,93.4,48.0,5.0,581424.3,5074509.5,0.41875
1016,TSHE,35.6,29.3,4.0,581421.0,5074514.2,0.812286689419795
1017,TSHE,10.2,11.2,3.0,581424.7,5074510.2,0.660714285714286
1018,TSHE,6.5,7.8,2.9,581422.3,5074515.1,0.538461538461539
1021,ABGR,61.3,42.5,2.9,581423.4,5074516.8,0.545882352941176
1023,TSHE,51.8,37.3,4.9,581424.5,5074516.9,0.815013404825737
1024,PSME,82.2,45.2,4.8,581433.2,5074499.9,0.373893805309734
1026,TABR,13.5,7.6,2.9,581428.6,5074509.9,0.618421052631579
1027,TSHE,19.2,18.6,3.3,581426.8,5074513.4,0.763440860215054
1028,TSHE,15.8,15.9,3.2,581425.9,5074516.5,0.742138364779874
1029,TABR,13.4,8.3,2.9,581429.2,5074510.2,0.650602409638554
1030,PSME,111.0,51.4,5.3,581432.0,5074507.1,0.468871595330739
1031,TABR,29.8,9.0,4.5,581429.7,5074512.3,0.533333333333333
1033,ABGR,63.1,43.1,2.9,581427.8,5074520.4,0.535962877030162
1034,TSHE,6.4,7.7,2.9,581433.7,5074503.4,0.545454545454545
1035,TSHE,7.6,8.9,2.9,581433.4,5074507.2,0.584269662921348
1036,TABR,28.3,10.0,4.3,581434.1,5074516.3,0.59
1037,PSME,112.8,51.7,5.3,581434.2,5074519.3,0.471953578336557
1038,TSHE,22.7,21.1,3.5,581455.5,5074496.0,0.786729857819905
1039,TABR,25.5,11.4,4.0,581441.5,5074499.2,0.657894736842105
1040,TABR,5.8,4.2,2.4,581447.1,5074499.5,0.476190476190476
1041,TSHE,71.8,44.6,6.2,581452.2,5074498.8,0.789237668161435
1042,TABR,8.3,5.6,2.5,581448.0,5074500.2,0.571428571428572
1044,TABR,11.9,6.2,2.8,581437.3,5074504.0,0.564516129032258
1045,TSHE,25.1,22.8,3.6,581440.5,5074503.9,0.793859649122807
1046,ABAM,17.4,12.7,2.2,581447.8,5074502.7,0.598425196850394
1047,PSME,130.9,54.2,5.6,581450.1,5074502.7,0.509225092250922
1048,TSHE,97.4,50.8,8.4,581437.0,5074508.7,0.732283464566929
1049,TSHE,16.7,16.6,3.2,581443.5,5074508.4,0.753012048192771
1050,TSHE,23.8,21.9,3.5,581446.7,5074506.3,0.789954337899544
1051,TABR,18.9,10.0,3.4,581449.7,5074505.2,0.67
1052,THPL,8.2,7.4,3.6,581454.8,5074500.9,0.783783783783784
1054,TSHE,84.9,48.1,7.2,581444.1,5074516.5,0.765072765072765
1055,PSME,73.0,42.5,4.7,581450.8,5074510.6,0.327058823529412
1056,ABGR,46.1,36.3,2.6,581450.2,5074513.2,0.603305785123967
1057,TABR,9.2,6.0,2.6,581444.9,5074519.7,0.583333333333333
1059,TSHE,38.2,30.8,4.2,581449.9,5074517.6,0.811688311688312
1061,TABR,6.7,4.0,2.4,581452.1,5074515.6,0.425
1062,ABAM,16.6,11.9,2.1,581454.3,5074509.9,0.588235294117647
1067,TSHE,19.9,19.1,3.3,581458.5,5074502.4,0.769633507853403
1069,TSHE,7.1,8.4,2.9,581459.9,5074509.9,0.571428571428571
1070,TABR,17.5,5.8,3.3,581459.2,5074471.0,0.448275862068966
